many,name,price,type,auction,cashshop,point1,point2
10,냐옹냐옹 티셔츠,0,7,2,2,1,1
10,금령도령,0,7,2,2,1,1
9,허니걸 스쿨룩,0,7,2,2,1,1
9,하트 슬리브리스,0,7,2,2,1,1
9,핑크 스쿠버다이빙,0,7,2,2,1,1
9,탕윤의 요리사옷,0,7,2,2,1,1
9,큐티 오리티,0,7,2,2,1,1
9,우리 스타일 카우보이,0,7,2,2,1,1
9,오렌지데이,0,7,2,2,1,1
9,연두색 나들이옷,0,7,2,2,1,1
9,블루 판다 인형옷,0,7,2,2,1,1
9,블랙 보이 스카우트,0,7,2,2,1,1
9,메소레인저 핑크,0,7,2,2,1,1
9,메소레인저 블루,0,7,2,2,1,1
9,리본걸 스쿨룩,0,7,2,2,1,1
9,레이어드 롱 스컬티,0,7,2,2,1,1
9,도트 봉봉,0,7,2,2,1,1
9,내가 바로 할로퀸,0,7,2,2,1,1
9,낡은 해골 한벌옷,0,7,2,2,1,1
9,꽃도령 한복,0,7,2,2,1,1
9,그린 타이 셔츠,0,7,2,2,1,1
9,2010 겨울 이벤트 유치원 옷 상의,0,7,2,2,1,1
8,호돌이 인형옷,0,7,2,2,1,1
8,하트포켓 화이트패딩,0,7,2,2,1,1
8,핑키 베이스볼,0,7,2,2,1,1
8,핑크 판다 인형옷,0,7,2,2,1,1
8,쿵쿵하트 베스트,0,7,2,2,1,1
8,찬란 초롱,0,7,2,2,1,1
8,영광스런 원천,0,7,2,2,1,1
8,스타라이트 보이,0,7,2,2,1,1
8,샤크투스 스키퍼코트,0,7,2,2,1,1
8,블루 오버롤,0,7,2,2,1,1
8,블랙빈 슈트,0,7,2,2,1,1
8,블랙 걸 스카우트,0,7,2,2,1,1
8,별자리 세트 남자 옷,0,7,2,2,1,1
8,버틀러의 품격,0,7,2,2,1,1
8,레인보우 니트,0,7,2,2,1,1
8,레드패턴 후들카라,0,7,2,2,1,1
8,꽃아씨 한복,0,7,2,2,1,1
7,화이트 스트라이프 나시,0,7,2,2,1,1
7,허니보이 스쿨룩,0,7,2,2,1,1
7,퓨어 파머 원피스,0,7,2,2,1,1
7,파란색 구명조끼,0,7,2,2,1,1
7,파란색 가운,0,7,2,2,1,1
7,큐티 후드 판쵸,0,7,2,2,1,1
7,카미나리의 음양사복,0,7,2,2,1,1
7,제논틱 네오 슈트,0,7,2,2,1,1
7,오렌지 타월,0,7,2,2,1,1
7,오렌지 머플러티,0,7,2,2,1,1
7,언더테이커,0,7,2,2,1,1
7,아이스 디어,0,7,2,2,1,1
7,샤랄라 꽃티,0,7,2,2,1,1
7,빨간 레이어드 후드티,0,7,2,2,1,1
7,별빛 꿀벌옷,0,7,2,2,1,1
7,바캉스 화이트 나시,0,7,2,2,1,1
7,바나나 가디건,0,7,2,2,1,1
7,레몬봉봉,0,7,2,2,1,1
7,드릴 머플러,0,7,2,2,1,1
7,노을다솜 반팔티,0,7,2,2,1,1
7,노을 해변,0,7,2,2,1,1
7,낡은 마녀 한벌옷,0,7,2,2,1,1
7,기사단 제복,0,7,2,2,1,1
7,가나슈 초콜릿 슈트,0,7,2,2,1,1
6,휘황 초롱,0,7,2,2,1,1
6,황금갑옷,0,7,2,2,1,1
6,화이트 머플러티,0,7,2,2,1,1
6,호박별 은하수,0,7,2,2,1,1
6,풀잎 달다,0,7,2,2,1,1
6,평범한 교복,0,7,2,2,1,1
6,펜살리르 배틀메일,0,7,2,2,1,1
6,펜살리르 메이지로브,0,7,2,2,1,1
6,파란 모직자켓,0,7,2,2,1,1
6,큐티 파머 앞치마,0,7,2,2,1,1
6,카키색 스노우보드복,0,7,2,2,1,1
6,죄수복 상의,0,7,2,2,1,1
6,오렌지 후드티,0,7,2,2,1,1
6,선글라스 셔츠,0,7,2,2,1,1
6,샤르르 아이스걸,0,7,2,2,1,1
6,빨간색 패딩 점퍼,0,7,2,2,1,1
6,비바 베이스볼 블랙,0,7,2,2,1,1
6,블루체크 후디,0,7,2,2,1,1
6,분홍색 나들이 원피스,0,7,2,2,1,1
6,배틀메이지 슈트,0,7,2,2,1,1
6,메소레인저 그린,0,7,2,2,1,1
6,매직스타 원피스,0,7,2,2,1,1
6,레인보우 타겟티,0,7,2,2,1,1
6,레이디 블루버드,0,7,2,2,1,1
6,딸기셔츠,0,7,2,2,1,1
6,노란색 스노우보드복,0,7,2,2,1,1
6,꽃잎 날리는 프리미엄교복,0,7,2,2,1,1
6,꼬마 조련 신사,0,7,2,2,1,1
6,고스 스우 제복,0,7,2,2,1,1
6,가인 은월,0,7,2,2,1,1
6,RED 티셔츠,0,7,2,2,1,1
6,Dr. 메이플 걸,0,7,2,2,1,1
5,황실제복,0,7,2,2,1,1
5,핑크 해골 후드 조끼,0,7,2,2,1,1
5,핑크 토끼티,0,7,2,2,1,1
5,핑크 스마일 티셔츠,0,7,2,2,1,1
5,핑크 도트 탑,0,7,2,2,1,1
5,평범한 체크셔츠,0,7,2,2,1,1
5,펜살리르 스키퍼코트,0,7,2,2,1,1
5,파란색 한복,0,7,2,2,1,1
5,파란색 원라인 티셔츠,0,7,2,2,1,1
5,킹 아이스,0,7,2,2,1,1
5,체리 트레이닝 점퍼,0,7,2,2,1,1
5,천사옷,0,7,2,2,1,1
5,전대 카이저 갑옷,0,7,2,2,1,1
5,어린왕자,0,7,2,2,1,1
5,아로하 핑크 하트티,0,7,2,2,1,1
5,스포트라이트 힙합 블루,0,7,2,2,1,1
5,설레임가득 럭셔리교복,0,7,2,2,1,1
5,샤키엘의 갑옷,0,7,2,2,1,1
5,샤르르 아이스보이,0,7,2,2,1,1
5,블랙&amp;화이트,0,7,2,2,1,1
5,별난 여름날,0,7,2,2,1,1
5,번쩍번개티,0,7,2,2,1,1
5,발그레 토끼 멜빵,0,7,2,2,1,1
5,바이올렛 튜닉,0,7,2,2,1,1
5,바니보이,0,7,2,2,1,1
5,민트 스노우 케이프,0,7,2,2,1,1
5,레이븐혼 체이서아머,0,7,2,2,1,1
5,럭셔리 골드체인 티셔츠,0,7,2,2,1,1
5,노란 설레임,0,7,2,2,1,1
5,꼬마 조련 숙녀,0,7,2,2,1,1
5,그린 토끼티,0,7,2,2,1,1
5,K군의 고양이 의상,0,7,2,2,1,1
4,후드 점퍼 슈트,0,7,2,2,1,1
4,해변의 여인,0,7,2,2,1,1
4,하트뿅뿅 티셔츠,0,7,2,2,1,1
4,하이퍼 밀키 레인보우,0,7,2,2,1,1
4,하와이안 커플,0,7,2,2,1,1
4,핑크 아가일체크,0,7,2,2,1,1
4,핑크 베스트 블라우스,0,7,2,2,1,1
4,프린트 레이어드 후드티,0,7,2,2,1,1
4,프레쉬 아이스,0,7,2,2,1,1
4,퐁당 초코보이,0,7,2,2,1,1
4,퐁당 초코걸,0,7,2,2,1,1
4,펭귄 티셔츠,0,7,2,2,1,1
4,펜살리르 체이서아머,0,7,2,2,1,1
4,팔콘윙 센티널슈트,0,7,2,2,1,1
4,파티 프린세스,0,7,2,2,1,1
4,파란색 수영복,0,7,2,2,1,1
4,팅키 베이스볼,0,7,2,2,1,1
4,토끼 인형옷,0,7,2,2,1,1
4,큐티 고양이 의상,0,7,2,2,1,1
4,캐쥬얼 체크 슈트,0,7,2,2,1,1
4,종이박스,0,7,2,2,1,1
4,종이 박스,0,7,2,2,1,1
4,젠틀 블루버드,0,7,2,2,1,1
4,저팔계 옷,0,7,2,2,1,1
4,와일드헌터 슈트,0,7,2,2,1,1
4,옥토퍼스 티셔츠,0,7,2,2,1,1
4,엘레이 상의,0,7,2,2,1,1
4,에반 엘레강스 슈트,0,7,2,2,1,1
4,신화고 교복,0,7,2,2,1,1
4,슬라임 티셔츠,0,7,2,2,1,1
4,스티치 가죽자켓,0,7,2,2,1,1
4,스타일리쉬 체크 앤 체인,0,7,2,2,1,1
4,스쿠버다이빙 슈트,0,7,2,2,1,1
4,샤르르 미키,0,7,2,2,1,1
4,빨간색 트레이닝 상의,0,7,2,2,1,1
4,빗방울 쏟아지면,0,7,2,2,1,1
4,비바 베이스볼 레드,0,7,2,2,1,1
4,블러디 레오,0,7,2,2,1,1
4,분홍색 캠핑복,0,7,2,2,1,1
4,별자리 세트 여자 옷,0,7,2,2,1,1
4,베에모트의 갑옷,0,7,2,2,1,1
4,민 티셔츠,0,7,2,2,1,1
4,메이플보이 스쿨룩,0,7,2,2,1,1
4,머큐리 가죽 자켓,0,7,2,2,1,1
4,마린 스트라이프,0,7,2,2,1,1
4,로즈 프린스,0,7,2,2,1,1
4,로고 티셔츠,0,7,2,2,1,1
4,레이어드 체리티,0,7,2,2,1,1
4,레이디 블랙,0,7,2,2,1,1
4,레드라인 블랙점퍼,0,7,2,2,1,1
4,러블리 고양이 의상,0,7,2,2,1,1
4,드래곤테일 메이지로브,0,7,2,2,1,1
4,데네브 상의,0,7,2,2,1,1
4,노블레스 로브,0,7,2,2,1,1
4,네크로 매지션슈트,0,7,2,2,1,1
4,교련 상의,0,7,2,2,1,1
3,흑룡포,0,7,2,2,1,1
3,햄버거 프린트T,0,7,2,2,1,1
3,할로윈 레오퍼드 드레스,0,7,2,2,1,1
3,하얀 탱크탑,0,7,2,2,1,1
3,핑크색 미미 블라우스,0,7,2,2,1,1
3,핑크 미니드레스,0,7,2,2,1,1
3,핑크 마린 티,0,7,2,2,1,1
3,플라잉 바이올렛,0,7,2,2,1,1
3,프리티걸,0,7,2,2,1,1
3,푸른 패션제복,0,7,2,2,1,1
3,퍼플 프릴 원피스,0,7,2,2,1,1
3,퍼플 스쿨룩,0,7,2,2,1,1
3,투톤 야구점퍼,0,7,2,2,1,1
3,크라운 후드티,0,7,2,2,1,1
3,쿨썸머셔츠,0,7,2,2,1,1
3,쿨 스트라이프티,0,7,2,2,1,1
3,카모 후드 재킷,0,7,2,2,1,1
3,카노푸스 슈트,0,7,2,2,1,1
3,주황색 스포츠 티셔츠,0,7,2,2,1,1
3,재생지 박스,0,7,2,2,1,1
3,월광 은월,0,7,2,2,1,1
3,오렌지 오버롤,0,7,2,2,1,1
3,옐로우 프릴 슬리브리스,0,7,2,2,1,1
3,앱솔랩스 나이트슈트,0,7,2,2,1,1
3,스카이 라이더 자켓,0,7,2,2,1,1
3,스윗 파티시엘,0,7,2,2,1,1
3,스노우보드복_브라운,0,7,2,2,1,1
3,슈퍼스타 슈트,0,7,2,2,1,1
3,셀레스트블루 더블코트,0,7,2,2,1,1
3,샤인 라이더,0,7,2,2,1,1
3,사립영재학교 교복,0,7,2,2,1,1
3,빨간색 스웨터,0,7,2,2,1,1
3,빨간색 더플코트,0,7,2,2,1,1
3,빨간색 가운,0,7,2,2,1,1
3,블루 프릴 원피스,0,7,2,2,1,1
3,블루 프릴 슬리브리스,0,7,2,2,1,1
3,블루 눈꽃폴리웨어,0,7,2,2,1,1
3,블랙 나염 과녁티,0,7,2,2,1,1
3,브라운 캐쥬얼룩,0,7,2,2,1,1
3,분홍색 후드 조끼,0,7,2,2,1,1
3,분홍 모직자켓,0,7,2,2,1,1
3,병아리 앞치마,0,7,2,2,1,1
3,베이직 그린티,0,7,2,2,1,1
3,무스펠 워리어슈트,0,7,2,2,1,1
3,무스펠 아처슈트,0,7,2,2,1,1
3,매드 닥터 가운,0,7,2,2,1,1
3,마녀 한벌옷,0,7,2,2,1,1
3,리본 목욕가운,0,7,2,2,1,1
3,로얄 어드벤쳐 슈트,0,7,2,2,1,1
3,레이싱걸 유니폼,0,7,2,2,1,1
3,레드 머플러 한벌,0,7,2,2,1,1
3,레드 라이더,0,7,2,2,1,1
3,랄랄라 핑크티,0,7,2,2,1,1
3,라이징스타 딥블루 배기진,0,7,2,2,1,1
3,동그리 나시,0,7,2,2,1,1
3,네크로 워리어슈트,0,7,2,2,1,1
3,낡은 하이레프 제복,0,7,2,2,1,1
3,그린피그 주인님,0,7,2,2,1,1
3,그린 스트라이프티,0,7,2,2,1,1
3,GM노리의 유니폼,0,7,2,2,1,1
2,흑몽,0,7,2,2,1,1
2,혼테일의 복근무늬 티셔츠,0,7,2,2,1,1
2,해골 한벌옷,0,7,2,2,1,1
2,하이퍼 화이트 루즈 멜빵,0,7,2,2,1,1
2,하이퍼 별빛 꿀벌옷,0,7,2,2,1,1
2,하이퍼 라이징스타 딥블루 배기진,0,7,2,2,1,1
2,하얀색 웨딩 드레스,0,7,2,2,1,1
2,하늘색 트레이닝 상의,0,7,2,2,1,1
2,하늘색 스노우보드복,0,7,2,2,1,1
2,하늘색 미미 블라우스,0,7,2,2,1,1
2,핑크탑,0,7,2,2,1,1
2,핑크 스트라이프티,0,7,2,2,1,1
2,핑크 보우타이 하프셔츠,0,7,2,2,1,1
2,포톤 슈트,0,7,2,2,1,1
2,퍼플 머플러 한벌,0,7,2,2,1,1
2,파티 프린스,0,7,2,2,1,1
2,파란색 강시옷,0,7,2,2,1,1
2,파란 프릴 블라우스,0,7,2,2,1,1
2,젠틀 딜런,0,7,2,2,1,1
2,일지매 암행복,0,7,2,2,1,1
2,이클레틱 프린지드,0,7,2,2,1,1
2,은빛 패션제복,0,7,2,2,1,1
2,유적 탐험가 재킷,0,7,2,2,1,1
2,와싱톤 상의,0,7,2,2,1,1
2,오프닝엔젤,0,7,2,2,1,1
2,오프닝스타,0,7,2,2,1,1
2,오페라핑크 더블코트,0,7,2,2,1,1
2,엘븐 스피릿 코트,0,7,2,2,1,1
2,앱솔랩스 아처슈트,0,7,2,2,1,1
2,애플레글런T,0,7,2,2,1,1
2,아케인셰이드 메이지슈트,0,7,2,2,1,1
2,아기양 포근잠옷,0,7,2,2,1,1
2,시그너스 드레스,0,7,2,2,1,1
2,스팽글 나시,0,7,2,2,1,1
2,스마트 니트조끼,0,7,2,2,1,1
2,슈퍼스타 원피스,0,7,2,2,1,1
2,수수한 무사 상의,0,7,2,2,1,1
2,소복,0,7,2,2,1,1
2,새내기의 메이플보이 스쿨룩,0,7,2,2,1,1
2,빨간색 가죽자켓,0,7,2,2,1,1
2,빨간 터틀넥 스웨터,0,7,2,2,1,1
2,블루베리 별사탕T,0,7,2,2,1,1
2,블루라인 슬리브리스,0,7,2,2,1,1
2,블루 스마일 티셔츠,0,7,2,2,1,1
2,블루 머플러 한벌,0,7,2,2,1,1
2,블루 드래곤 아머,0,7,2,2,1,1
2,블루 데이지,0,7,2,2,1,1
2,브라운 로키 슈트,0,7,2,2,1,1
2,불존점퍼,0,7,2,2,1,1
2,별무늬 트레이닝 상의,0,7,2,2,1,1
2,별 티셔츠,0,7,2,2,1,1
2,민소매후드티,0,7,2,2,1,1
2,무스펠 로그슈트,0,7,2,2,1,1
2,메소레인저 옐로우,0,7,2,2,1,1
2,멀티컬러니트,0,7,2,2,1,1
2,리본보이 스쿨룩,0,7,2,2,1,1
2,레트로 도트 셔츠,0,7,2,2,1,1
2,레몬브라운 니트셔츠,0,7,2,2,1,1
2,레드체크더플코트,0,7,2,2,1,1
2,레드 크로스 티셔츠,0,7,2,2,1,1
2,듀얼블레이드 슈트,0,7,2,2,1,1
2,두근두근 후디,0,7,2,2,1,1
2,돼지바 탱글딸기,0,7,2,2,1,1
2,댄디 캐쥬얼 조끼,0,7,2,2,1,1
2,네크로 체이서슈트,0,7,2,2,1,1
2,네이비 반팔 재킷,0,7,2,2,1,1
2,골드라벨 나이트 슈트,0,7,2,2,1,1
2,견습 도사복,0,7,2,2,1,1
2,검은색 별무늬 레이어드티,0,7,2,2,1,1
2,10주년 화이트 슈트,0,7,2,2,1,1
1,흰모래 해변,0,7,2,2,1,1
1,회갈색 수련복,0,7,2,2,1,1
1,홈 캐브스 야구복,0,7,2,2,1,1
1,호박 박쥐 한벌옷,0,7,2,2,1,1
1,해신 염장 의상,0,7,2,2,1,1
1,해골 옷,0,7,2,2,1,1
1,하이퍼 봄의 질투,0,7,2,2,1,1
1,하늘색 캠핑복,0,7,2,2,1,1
1,하늘색 별무늬 레이어드티,0,7,2,2,1,1
1,핑키쇼킹 HOT 스타,0,7,2,2,1,1
1,핑크 프릴 반소매,0,7,2,2,1,1
1,포인트 더블 코트,0,7,2,2,1,1
1,펜살리르 센티널슈트,0,7,2,2,1,1
1,퍼플피그 주인님,0,7,2,2,1,1
1,퍼플 아리안느,0,7,2,2,1,1
1,파스텔 도트티,0,7,2,2,1,1
1,클래식 백금슈트,0,7,2,2,1,1
1,크리스마스 캐쥬얼,0,7,2,2,1,1
1,큐티버크 옷,0,7,2,2,1,1
1,커닝공고 교복,0,7,2,2,1,1
1,카우보이 셔츠,0,7,2,2,1,1
1,카레이싱복,0,7,2,2,1,1
1,축구 유니폼,0,7,2,2,1,1
1,초록 반팔 면티,0,7,2,2,1,1
1,주황색 후드 조끼,0,7,2,2,1,1
1,정 티셔츠,0,7,2,2,1,1
1,적선백궁,0,7,2,2,1,1
1,자신감가득 럭셔리교복,0,7,2,2,1,1
1,이클레틱 부르군트,0,7,2,2,1,1
1,웨딩 연미복,0,7,2,2,1,1
1,우리 스타일 카우걸,0,7,2,2,1,1
1,우가우가,0,7,2,2,1,1
1,외계인 레글런티,0,7,2,2,1,1
1,오렌지 칼라스,0,7,2,2,1,1
1,연금술사의 작업복,0,7,2,2,1,1
1,여자니까 핑크 교복,0,7,2,2,1,1
1,애플그린 후디,0,7,2,2,1,1
1,앙고라 무스탕,0,7,2,2,1,1
1,아케인셰이드 아처슈트,0,7,2,2,1,1
1,아케인셰이드 시프슈트,0,7,2,2,1,1
1,아루 반팔티,0,7,2,2,1,1
1,아가레스 블러디 메일,0,7,2,2,1,1
1,심플 레드&amp;화이트티,0,7,2,2,1,1
1,스틸 메일,0,7,2,2,1,1
1,스튜어디스 유니폼,0,7,2,2,1,1
1,스노우플레이크 스웨터,0,7,2,2,1,1
1,스노우보드복_블랙,0,7,2,2,1,1
1,숄트레이너,0,7,2,2,1,1
1,새마을 트레이닝 상의,0,7,2,2,1,1
1,새내기의 노란색 우비,0,7,2,2,1,1
1,산타옷,0,7,2,2,1,1
1,산뜻한 교복,0,7,2,2,1,1
1,빨간색 드레스,0,7,2,2,1,1
1,블루 문라이트,0,7,2,2,1,1
1,블루 다운파카,0,7,2,2,1,1
1,블랙 스틸레스,0,7,2,2,1,1
1,블랙 네오스,0,7,2,2,1,1
1,브랜뉴 어드밴쳐슈트,0,7,2,2,1,1
1,베이직 더플코트,0,7,2,2,1,1
1,바캉스 체크남방,0,7,2,2,1,1
1,밀리터리 TOP 스타,0,7,2,2,1,1
1,무지개 티셔츠,0,7,2,2,1,1
1,무스펠 파이렛슈트,0,7,2,2,1,1
1,메이플 트레져 슈트,0,7,2,2,1,1
1,메이플 베릴 리센느,0,7,2,2,1,1
1,메이플 래티넘 리센느,0,7,2,2,1,1
1,메르헨 판타지,0,7,2,2,1,1
1,로얄 반 레온 체이서슈트,0,7,2,2,1,1
1,로얄 반 레온 워리어슈트,0,7,2,2,1,1
1,로얄 반 레온 스키퍼슈트,0,7,2,2,1,1
1,레오팟 머플러 탑,0,7,2,2,1,1
1,레드 벨리듀크,0,7,2,2,1,1
1,레드 배틀로드,0,7,2,2,1,1
1,레드 바르베이,0,7,2,2,1,1
1,라이온하트 배틀메일,0,7,2,2,1,1
1,드라카즈 제복,0,7,2,2,1,1
1,다크 잉그리트,0,7,2,2,1,1
1,다크 스콜피오,0,7,2,2,1,1
1,다크 마스터 서전트,0,7,2,2,1,1
1,다크 라이더,0,7,2,2,1,1
1,노블레스 화려한 로브,0,7,2,2,1,1
1,노바 수련 슈트,0,7,2,2,1,1
1,노란색 미미 블라우스,0,7,2,2,1,1
1,노란색 가죽자켓,0,7,2,2,1,1
1,네크로 스키퍼슈트,0,7,2,2,1,1
1,네크로 센티널슈트,0,7,2,2,1,1
1,낙하산 요원 슈트,0,7,2,2,1,1
1,나폴레옹 자켓,0,7,2,2,1,1
1,그린 프리스,0,7,2,2,1,1
1,그린 페어리 로브,0,7,2,2,1,1
1,그린 엘소르,0,7,2,2,1,1
1,그린 스마트티,0,7,2,2,1,1
1,골든 테일러 베스트,0,7,2,2,1,1
1,가가 슈트,0,7,2,2,1,1
1,Mini 레이디 택시,0,7,2,2,1,1
1,GM학구의 해적패션,0,7,2,2,1,1
1,8樂 티셔츠,0,7,2,2,1,1
1,2010 겨울 이벤트 월묘 옷,0,7,2,2,1,1
1,10주년 블랙 슈트,0,7,2,2,1,1
