many,name,price,type,auction,cashshop,point1,point2
6,스위트 포크 케익,0,7,1,2,1,1
6,아케인셰이드 듀얼보우건,0,7,1,2,1,1
6,앱솔랩스 매직 건틀렛,0,7,1,2,1,1
6,어둠의 소악마 무기,0,7,1,2,1,1
6,이블윙즈,0,7,1,2,1,1
6,자쿰의 포이즈닉 가즈,0,7,1,2,1,1
6,잠자리채,0,7,1,2,1,1
6,제네시스 소울슈터,0,7,1,2,1,1
6,제네시스 완드,0,7,1,2,1,1
6,지혜의 날개,0,7,1,2,1,1
6,카이세리온,0,7,1,2,1,1
6,통통 비치볼,0,7,1,2,1,1
6,팔콘윙 컴포지트 보우,0,7,1,2,1,1
6,푹신한 베개,0,7,1,2,1,1
6,피스톨,0,7,1,2,1,1
6,핑크래빗,0,7,1,2,1,1
6,하드우드 완드,0,7,1,2,1,1
6,하트 완드,0,7,1,2,1,1
5,007 가방,0,7,1,2,1,1
5,네오 라이트 세이버,0,7,1,2,1,1
5,네크로 ESP리미터,0,7,1,2,1,1
5,도루코 대거,0,7,1,2,1,1
5,라 투핸더,0,7,1,2,1,1
5,라이온하트 파르티잔,0,7,1,2,1,1
5,램프의 요정,0,7,1,2,1,1
5,레드 캐논,0,7,1,2,1,1
5,레드 크로스보우,0,7,1,2,1,1
5,레드 크리븐,0,7,1,2,1,1
5,메이플 베리트 스피어,0,7,1,2,1,1
5,메이플 스태프,0,7,1,2,1,1
5,메이플 아수라 대거,0,7,1,2,1,1
5,바니 우산,0,7,1,2,1,1
5,바닐라 아이스크림,0,7,1,2,1,1
5,반짝반짝 친구들,0,7,1,2,1,1
5,별자리 세트 활,0,7,1,2,1,1
5,보라색 서핑보드,0,7,1,2,1,1
5,봉인된 제네시스 창세선,0,7,1,2,1,1
5,봉인된 제네시스 케인,0,7,1,2,1,1
5,비즈 너클,0,7,1,2,1,1
5,쁘띠 잊혀진 영웅,0,7,1,2,1,1
5,살벌한 전기톱,0,7,1,2,1,1
5,신성한 불꽃,0,7,1,2,1,1
5,아케인셰이드 엑스,0,7,1,2,1,1
5,아케인셰이드 해머,0,7,1,2,1,1
5,앱솔랩스 에너지소드,0,7,1,2,1,1
5,앱솔랩스 파일 갓,0,7,1,2,1,1
5,영웅의 글라디우스,0,7,1,2,1,1
5,우트가르드 세이버,0,7,1,2,1,1
5,우트가르드 핼버드,0,7,1,2,1,1
5,이카르트의 수호,0,7,1,2,1,1
5,자쿰의 포이즈닉 건,0,7,1,2,1,1
5,자쿰의 포이즈닉 너클,0,7,1,2,1,1
5,자쿰의 포이즈닉 핸드캐논,0,7,1,2,1,1
5,쟈이힌 데스페라도,0,7,1,2,1,1
5,쟈이힌 투핸드소드,0,7,1,2,1,1
5,제네시스 투핸드엑스,0,7,1,2,1,1
5,찰칵 포토제닉,0,7,1,2,1,1
5,파프니르 골디언해머,0,7,1,2,1,1
5,퍼플 헤이즈,0,7,1,2,1,1
5,플레인,0,7,1,2,1,1
5,핑크빈 우산,0,7,1,2,1,1
5,해골 지팡이,0,7,1,2,1,1
5,해바라기,0,7,1,2,1,1
5,호랑이발 장갑,0,7,1,2,1,1
4,10주년 화이트 투핸드소드,0,7,1,2,1,1
4,GM노리의 주사기,0,7,1,2,1,1
4,괴물손 아대,0,7,1,2,1,1
4,꼬꼬닭,0,7,1,2,1,1
4,내친구 범고래,0,7,1,2,1,1
4,다이몬의 완드,0,7,1,2,1,1
4,다크마그네타 세이버,0,7,1,2,1,1
4,데 매르큐리오,0,7,1,2,1,1
4,데저트 이글,0,7,1,2,1,1
4,랄랄라 금붕어 낚시채,0,7,1,2,1,1
4,레드 너클,0,7,1,2,1,1
4,루나 슈터,0,7,1,2,1,1
4,메이플 1500일 깃발,0,7,1,2,1,1
4,메이플 너클,0,7,1,2,1,1
4,메이플 스노우보드,0,7,1,2,1,1
4,메이플 투핸디드 엑스,0,7,1,2,1,1
4,모형 라이플,0,7,1,2,1,1
4,백혈귀,0,7,1,2,1,1
4,별자리 세트 검,0,7,1,2,1,1
4,별자리 세트 아대,0,7,1,2,1,1
4,보 막대기,0,7,1,2,1,1
4,봉인된 제네시스 세이버,0,7,1,2,1,1
4,봉인된 제네시스 투핸드해머,0,7,1,2,1,1
4,부러진 검,0,7,1,2,1,1
4,블러드 스노우보드,0,7,1,2,1,1
4,쁘띠 알리샤,0,7,1,2,1,1
4,설빙지도,0,7,1,2,1,1
4,슈퍼스타 마이크,0,7,1,2,1,1
4,시그너스의 수호,0,7,1,2,1,1
4,아케인셰이드 매직 건틀렛,0,7,1,2,1,1
4,아케인셰이드 엘라하,0,7,1,2,1,1
4,용기의 날개,0,7,1,2,1,1
4,우트가르드 스피어,0,7,1,2,1,1
4,워 보우,0,7,1,2,1,1
4,은하수 별무리,0,7,1,2,1,1
4,일성도,0,7,1,2,1,1
4,자쿰의 포이즈닉 완드,0,7,1,2,1,1
4,쟈이힌 대거,0,7,1,2,1,1
4,제네시스 엘라하,0,7,1,2,1,1
4,제네시스 해머,0,7,1,2,1,1
4,죽창,0,7,1,2,1,1
4,참마도,0,7,1,2,1,1
4,청운검,0,7,1,2,1,1
4,초보 마법사의 완드,0,7,1,2,1,1
4,카이저의 수련대검,0,7,1,2,1,1
4,타임리스 니플하임,0,7,1,2,1,1
4,파프니르 매직 건틀렛,0,7,1,2,1,1
4,폴암,0,7,1,2,1,1
4,프라이팬,0,7,1,2,1,1
4,프로토 ESP리미터,0,7,1,2,1,1
4,훌라훌라 펭순이,0,7,1,2,1,1
3,감감 무슨감,0,7,1,2,1,1
3,강령술사,0,7,1,2,1,1
3,강인한 전사의 투핸드소드,0,7,1,2,1,1
3,게타,0,7,1,2,1,1
3,곡괭이,0,7,1,2,1,1
3,공격해도돼지,0,7,1,2,1,1
3,광선단검,0,7,1,2,1,1
3,글라디우스,0,7,1,2,1,1
3,깃털봉,0,7,1,2,1,1
3,꿈꾸는 사탕 베개,0,7,1,2,1,1
3,나무 망치,0,7,1,2,1,1
3,낫,0,7,1,2,1,1
3,내 친구 아기 까치,0,7,1,2,1,1
3,넙치검,0,7,1,2,1,1
3,네오자드,0,7,1,2,1,1
3,네크로 블러디미스트,0,7,1,2,1,1
3,네크로 투핸더,0,7,1,2,1,1
3,네크로 퍼플드래곤,0,7,1,2,1,1
3,다이나믹 세라핌,0,7,1,2,1,1
3,단오 18반,0,7,1,2,1,1
3,돼지치기 막대,0,7,1,2,1,1
3,드래곤 칸자르,0,7,1,2,1,1
3,드래곤테일 ESP리미터,0,7,1,2,1,1
3,라이온하트 챔피온엑스,0,7,1,2,1,1
3,레드 건,0,7,1,2,1,1
3,레드 카타나,0,7,1,2,1,1
3,레드 커터,0,7,1,2,1,1
3,레볼루션 스태프,0,7,1,2,1,1
3,레이븐혼 각선,0,7,1,2,1,1
3,레이븐혼 체인,0,7,1,2,1,1
3,로얄 반 레온 완드,0,7,1,2,1,1
3,리버스 에아스 핸드,0,7,1,2,1,1
3,마녀의 빗자루,0,7,1,2,1,1
3,마라드 에인션트 보우,0,7,1,2,1,1
3,메이플 다크메이트,0,7,1,2,1,1
3,메이플 바그나,0,7,1,2,1,1
3,메이플 스칸다,0,7,1,2,1,1
3,몽키 스페너,0,7,1,2,1,1
3,미스릴 완드,0,7,1,2,1,1
3,바리사다,0,7,1,2,1,1
3,봉인된 제네시스 듀얼보우건,0,7,1,2,1,1
3,분노한 스티지 채찍,0,7,1,2,1,1
3,분노한 전사의 장미,0,7,1,2,1,1
3,브히제르 에인션트 보우,0,7,1,2,1,1
3,브히제르 투핸더,0,7,1,2,1,1
3,브히제르 핸드캐논,0,7,1,2,1,1
3,쁘띠 루미너스,0,7,1,2,1,1
3,사파이어 스태프,0,7,1,2,1,1
3,샤크투스 플람,0,7,1,2,1,1
3,소선,0,7,1,2,1,1
3,쇼크웨이브 라이플,0,7,1,2,1,1
3,스타일리쉬 아이언,0,7,1,2,1,1
3,스텔라 세라핌,0,7,1,2,1,1
3,아다만티움 보닌,0,7,1,2,1,1
3,애플그린 세이버,0,7,1,2,1,1
3,앱솔랩스 세이버,0,7,1,2,1,1
3,어시메트리 혼,0,7,1,2,1,1
3,왕푸,0,7,1,2,1,1
3,우트가르드 보우,0,7,1,2,1,1
3,우트가르드 엑스,0,7,1,2,1,1
3,우트가르드 케인,0,7,1,2,1,1
3,우트가르드 투핸드해머,0,7,1,2,1,1
3,우트가르드 흐림두르스,0,7,1,2,1,1
3,웡키출동,0,7,1,2,1,1
3,자이언트 돼지바,0,7,1,2,1,1
3,자쿰의 ESP리미터,0,7,1,2,1,1
3,자쿰의 포이즈닉 데스페라도,0,7,1,2,1,1
3,자쿰의 포이즈닉 샤이닝로드,0,7,1,2,1,1
3,자쿰의 포이즈닉 소드,0,7,1,2,1,1
3,쟈이힌 클로,0,7,1,2,1,1
3,저팔계 무기,0,7,1,2,1,1
3,지저분한 대걸레,0,7,1,2,1,1
3,참화도,0,7,1,2,1,1
3,창,0,7,1,2,1,1
3,초보 도적의 단검,0,7,1,2,1,1
3,초코바나나,0,7,2,2,1,1
3,카디날 오멘,0,7,2,2,1,1
3,칸디네,0,7,2,2,1,1
3,콘체르토,0,7,2,2,1,1
3,콜드마인드,0,7,2,2,1,1
3,태극선,0,7,2,2,1,1
3,투지의 불꽃,0,7,2,2,1,1
3,트위스티드,0,7,2,2,1,1
3,특제 드래곤테일 워스태프,0,7,2,2,1,1
3,특제 레이븐혼 바젤라드,0,7,2,2,1,1
3,파프니르 배틀클리버,0,7,2,2,1,1
3,파프니르 트윈클리버,0,7,2,2,1,1
3,플라스틱 새총,0,7,2,2,1,1
3,하프,0,7,2,2,1,1
3,혼돈의 포션,0,7,2,2,1,1
3,홀 스태프,0,7,2,2,1,1
2,10주년 블랙 데빌소드,0,7,2,2,1,1
2,10주년 블랙 커터,0,7,2,2,1,1
2,11주년 세인트 모울,0,7,2,2,1,1
2,11주년 세인트 투핸드소드,0,7,2,2,1,1
2,강철 도끼,0,7,2,2,1,1
2,그로스야거,0,7,2,2,1,1
2,꽃바람 파초선,0,7,2,2,1,1
2,나무 새총,0,7,2,2,1,1
2,나이트메어,0,7,2,2,1,1
2,나카마키,0,7,2,2,1,1
2,네크로 완드,0,7,2,2,1,1
2,네크로 울프,0,7,2,2,1,1
2,네크로 이그니스,0,7,2,2,1,1
2,녹슨 스틸 너클,0,7,2,2,1,1
2,다이몬의 ESP리미터,0,7,2,2,1,1
2,달콤살벌 스네이크,0,7,2,2,1,1
2,도깨비 방망이,0,7,2,2,1,1
2,드래고닉 모글레이,0,7,2,2,1,1
2,드래곤 스태프,0,7,2,2,1,1
2,드래곤 체인,0,7,2,2,1,1
2,드래곤 토네일,0,7,2,2,1,1
2,드래곤 플레임,0,7,2,2,1,1
2,딸기맛 소프트 완드,0,7,2,2,1,1
2,라이온하트 발로르,0,7,2,2,1,1
2,라이온하트 배틀해머,0,7,2,2,1,1
2,라이온하트 커틀러스,0,7,2,2,1,1
2,라이온하트 푸스키나,0,7,2,2,1,1
2,레지스탕스 스태프,0,7,2,2,1,1
2,로얄 반 레온 ESP리미터,0,7,2,2,1,1
2,로얄 반 레온 시즈건,0,7,2,2,1,1
2,로얄 반 레온 에인션트 보우,0,7,2,2,1,1
2,롤리스타,0,7,2,2,1,1
2,리프 크로,0,7,2,2,1,1
2,메바,0,7,2,2,1,1
2,메이플 건,0,7,2,2,1,1
2,메이플 꼬마전구,0,7,2,2,1,1
2,메이플 위덤 스태프,0,7,2,2,1,1
2,물고기 작살,0,7,2,2,1,1
2,물총,0,7,2,2,1,1
2,미하일의 수호,0,7,2,2,1,1
2,발록의 라 투핸더,0,7,2,2,1,1
2,발터2000,0,7,2,2,1,1
2,베인 슈터,0,7,2,2,1,1
2,봉인된 제네시스 소울슈터,0,7,2,2,1,1
2,봉인된 제네시스 에너지체인,0,7,2,2,1,1
2,봉인된 제네시스 에인션트 보우,0,7,2,2,1,1
2,봉인된 제네시스 엑스,0,7,2,2,1,1
2,봉인된 제네시스 엘라하,0,7,2,2,1,1
2,봉인된 제네시스 완드,0,7,2,2,1,1
2,봉인된 제네시스 클로,0,7,2,2,1,1
2,봉인된 제네시스 폴암,0,7,2,2,1,1
2,봉인된 제네시스 피스톨,0,7,2,2,1,1
2,브히제르 슬레이어,0,7,2,2,1,1
2,브히제르 피어,0,7,2,2,1,1
2,블랙 투핸드소드,0,7,2,2,1,1
2,빅해머,0,7,2,2,1,1
2,쁘띠 아란,0,7,2,2,1,1
2,사냥꾼의 활,0,7,2,2,1,1
2,샤크투스 퀸스폴링,0,7,2,2,1,1
2,선녀 부채,0,7,2,2,1,1
2,세계의 돼지도감,0,7,2,2,1,1
2,손 도끼,0,7,2,2,1,1
2,신묘사수지궁,0,7,2,2,1,1
2,신비의 서,0,7,2,2,1,1
2,쏜즈,0,7,2,2,1,1
2,아메리칸 핫도그,0,7,2,2,1,1
2,아쿠아 스노우보드,0,7,2,2,1,1
2,앱솔랩스 비트해머,0,7,2,2,1,1
2,양손 도끼,0,7,2,2,1,1
2,엔젤 보우,0,7,2,2,1,1
2,오즈의 수호,0,7,2,2,1,1
2,용아주조,0,7,2,2,1,1
2,우트가르드 거선,0,7,2,2,1,1
2,우트가르드 듀얼보우건,0,7,2,2,1,1
2,우트가르드 크로스보우,0,7,2,2,1,1
2,이리나의 수호,0,7,2,2,1,1
2,이블테일러,0,7,2,2,1,1
2,인형사의 약속,0,7,2,2,1,1
2,자쿰의 나뭇가지,0,7,2,2,1,1
2,자쿰의 포이즈닉 보우,0,7,2,2,1,1
2,자쿰의 포이즈닉 스피어,0,7,2,2,1,1
2,자쿰의 포이즈닉 투핸드소드,0,7,2,2,1,1
2,장팔사모,0,7,2,2,1,1
2,쟈이힌 에인션트 보우,0,7,2,2,1,1
2,쟈이힌 완드,0,7,2,2,1,1
2,쟈이힌 케인,0,7,2,2,1,1
2,저주받은 카이세리움,0,7,2,2,1,1
2,제네시스 듀얼보우건,0,7,2,2,1,1
2,초보 궁수의 활,0,7,2,2,1,1
2,초보 전사의 검,0,7,2,2,1,1
2,초보 해적의 건,0,7,2,2,1,1
2,초코 쇼트 케이크,0,7,2,2,1,1
2,카사 크로우,0,7,2,2,1,1
2,캔버스 토드백,0,7,2,2,1,1
2,커세어,0,7,2,2,1,1
2,켄타의 물고기 작살,0,7,2,2,1,1
2,코알라 인형,0,7,2,2,1,1
2,큐피드 크로스보우,0,7,2,2,1,1
2,크로노,0,7,2,2,1,1
2,크리스마스 눈사람,0,7,2,2,1,1
2,태평선,0,7,2,2,1,1
2,템페스트 클레이모어,0,7,2,2,1,1
2,트와일라잇 세이버,0,7,2,2,1,1
2,파프니르 빅 마운틴,0,7,2,2,1,1
2,페어프로즌,0,7,2,2,1,1
2,피스메이커,0,7,2,2,1,1
2,피자프라이팬,0,7,2,2,1,1
2,피크닉 바구니,0,7,2,2,1,1
2,필로스 에인션트 보우,0,7,2,2,1,1
2,핑크 리본 양산,0,7,2,2,1,1
2,합금 활,0,7,2,2,1,1
1,10주년 블랙 샤이닝로드,0,7,2,2,1,1
1,10주년 블랙 완드,0,7,2,2,1,1
1,10주년 화이트 더블윙,0,7,2,2,1,1
1,11주년 세인트 그립,0,7,2,2,1,1
1,11주년 세인트 롱보우,0,7,2,2,1,1
1,11주년 세인트 소드,0,7,2,2,1,1
1,11주년 세인트 완드,0,7,2,2,1,1
1,11주년 세인트 캐논,0,7,2,2,1,1
1,가위 막대기,0,7,2,2,1,1
1,가을 여행자 가방,0,7,2,2,1,1
1,강철주먹 아대,0,7,2,2,1,1
1,고구려 활,0,7,2,2,1,1
1,골드 트윈 나이프,0,7,2,2,1,1
1,골드 티탄즈,0,7,2,2,1,1
1,골든 샬리트,0,7,2,2,1,1
1,골든 힌켈,0,7,2,2,1,1
1,광선채찍,0,7,2,2,1,1
1,그리스,0,7,2,2,1,1
1,금강저,0,7,2,2,1,1
1,낚싯대,0,7,2,2,1,1
1,날렵한 스티지 채찍,0,7,2,2,1,1
1,날렵한 전사의 장미,0,7,2,2,1,1
1,낡은 글라디우스,0,7,2,2,1,1
1,냉동참치,0,7,2,2,1,1
1,네크로 기간틱,0,7,2,2,1,1
1,네크로 듀얼보우건,0,7,2,2,1,1
1,네크로 롱보우,0,7,2,2,1,1
1,네크로 매직 건틀렛,0,7,2,2,1,1
1,네크로 샤이닝로드,0,7,2,2,1,1
1,네크로 영선,0,7,2,2,1,1
1,네크로 이글,0,7,2,2,1,1
1,네크로 제스터,0,7,2,2,1,1
1,네크로 체인,0,7,2,2,1,1
1,네크로 폴암,0,7,2,2,1,1
1,네크로 피어,0,7,2,2,1,1
1,네크로 해머,0,7,2,2,1,1
1,노란색 우산,0,7,2,2,1,1
1,뇌선,0,7,2,2,1,1
1,다크 기간틱,0,7,2,2,1,1
1,다크 네쉐르,0,7,2,2,1,1
1,다크 보닌,0,7,2,2,1,1
1,다크 슬레인,0,7,2,2,1,1
1,데 베누스,0,7,2,2,1,1
1,동키동키,0,7,2,2,1,1
1,둠드 셉터,0,7,2,2,1,1
1,듀얼 베이시스,0,7,2,2,1,1
1,드래고닉 레바테인,0,7,2,2,1,1
1,드래고닉 바리사다,0,7,2,2,1,1
1,드래고닉 벨룸 스피어,0,7,2,2,1,1
1,드래고닉 템페스트,0,7,2,2,1,1
1,드래곤 그린 슬레브,0,7,2,2,1,1
1,드래곤 레이지,0,7,2,2,1,1
1,드래곤 매직 건틀렛,0,7,2,2,1,1
1,드래곤 메이스,0,7,2,2,1,1
1,드래곤 샤이닝로드,0,7,2,2,1,1
1,드래곤 세인트,0,7,2,2,1,1
1,드래곤 에너지 스컬,0,7,2,2,1,1
1,드래곤 카라벨라,0,7,2,2,1,1
1,드래곤 크리스,0,7,2,2,1,1
1,드래곤 펄만시,0,7,2,2,1,1
1,드래곤 하이네스,0,7,2,2,1,1
1,드래곤 핼버드,0,7,2,2,1,1
1,드래곤테일 매직 건틀렛,0,7,2,2,1,1
1,등밀이 솔,0,7,2,2,1,1
1,딤 메모리,0,7,2,2,1,1
1,뚜러,0,7,2,2,1,1
1,뚱한 미니빈,0,7,2,2,1,1
1,라이덴,0,7,2,2,1,1
1,라이온하트 기간틱모울,0,7,2,2,1,1
1,라이온하트 배틀엑스,0,7,2,2,1,1
1,래티나,0,7,2,2,1,1
1,러브리스 그림시커,0,7,2,2,1,1
1,러브리스 람피온,0,7,2,2,1,1
1,레드 바이퍼,0,7,2,2,1,1
1,레드 보우,0,7,2,2,1,1
1,레볼루션 투핸드소드,0,7,2,2,1,1
1,레이든 스태프,0,7,2,2,1,1
1,레인지 로버,0,7,2,2,1,1
1,레지스탕스 건,0,7,2,2,1,1
1,로얄 레인보우 우산,0,7,2,2,1,1
1,로얄 반 레온 가즈,0,7,2,2,1,1
1,로얄 반 레온 대거,0,7,2,2,1,1
1,로얄 반 레온 매직 건틀렛,0,7,2,2,1,1
1,로얄 반 레온 블러드퓨리,0,7,2,2,1,1
1,로얄 반 레온 스워드,0,7,2,2,1,1
1,로얄 반 레온 스태프,0,7,2,2,1,1
1,로얄 반 레온 스피어,0,7,2,2,1,1
1,로얄 반 레온 클로,0,7,2,2,1,1
1,로얄 반 레온 투핸드엑스,0,7,2,2,1,1
1,로얄 반 레온 투핸드해머,0,7,2,2,1,1
1,리버스 니플하임,0,7,2,2,1,1
1,마이스터 ESP리미터,0,7,2,2,1,1
1,마이스터 그리폰클로,0,7,2,2,1,1
1,마이스터 데스브링어,0,7,2,2,1,1
1,마이스터 명품선,0,7,2,2,1,1
1,마이스터 배틀해머,0,7,2,2,1,1
1,마이스터 인피니티,0,7,2,2,1,1
1,마이스터 티탄,0,7,2,2,1,1
1,마제스티 케인,0,7,2,2,1,1
1,마티스 매직 건틀렛,0,7,2,2,1,1
1,망치,0,7,2,2,1,1
1,매직하트 스틱,0,7,2,2,1,1
1,매크럴 나이프,0,7,2,2,1,1
1,메이플 글로리 소드,0,7,2,2,1,1
1,메이플 래티넘 바마나,0,7,2,2,1,1
1,메이플 베릴 베다,0,7,2,2,1,1
1,메이플 벨제트,0,7,2,2,1,1
1,메이플 보우,0,7,2,2,1,1
1,메이플 빅 모울,0,7,2,2,1,1
1,메이플 샤이니 완드,0,7,2,2,1,1
1,메이플 스론즈,0,7,2,2,1,1
1,메이플 스피어,0,7,2,2,1,1
1,메이플 우산,0,7,2,2,1,1
1,메이플 이올렛 버터플라이,0,7,2,2,1,1
1,메이플 이올렛 크래쉬,0,7,2,2,1,1
1,메이플 이올렛 하프문,0,7,2,2,1,1
1,메이플 캐논 슈터,0,7,2,2,1,1
1,메이플 크로우,0,7,2,2,1,1
1,메이플 트레져 모울,0,7,2,2,1,1
1,메이플 트레져 샤이닝 로드,0,7,2,2,1,1
1,메이플 트레져 석궁,0,7,2,2,1,1
1,메이플 트레져 스태프,0,7,2,2,1,1
1,메이플 트레져 투핸드소드,0,7,2,2,1,1
1,메이플 트레져 투핸드엑스,0,7,2,2,1,1
1,메이플 파이롭 슈터,0,7,2,2,1,1
1,메이플 파이롭 스태프,0,7,2,2,1,1
1,메이플 헌터스,0,7,2,2,1,1
1,메이플걸 완드,0,7,2,2,1,1
1,메투스,0,7,2,2,1,1
1,바니바니,0,7,2,2,1,1
1,바위 막대기,0,7,2,2,1,1
1,바이킹 소드,0,7,2,2,1,1
1,발록의 백혈귀,0,7,2,2,1,1
1,발록의 월아산,0,7,2,2,1,1
1,발록의 페어프로즌,0,7,2,2,1,1
1,버닝헬,0,7,2,2,1,1
1,버드빌,0,7,2,2,1,1
1,벅,0,7,2,2,1,1
1,베인윙즈,0,7,2,2,1,1
1,벨룸 스피어,0,7,2,2,1,1
1,변질된 알리샤의 스태프,0,7,2,2,1,1
1,봉인된 제네시스 ESP리미터,0,7,2,2,1,1
1,봉인된 제네시스 매직 건틀렛,0,7,2,2,1,1
1,봉인된 제네시스 체인,0,7,2,2,1,1
1,봉황위궁,0,7,2,2,1,1
1,분노한 레이븐 석궁,0,7,2,2,1,1
1,브히제르 너클,0,7,2,2,1,1
1,브히제르 롱보우,0,7,2,2,1,1
1,브히제르 파선,0,7,2,2,1,1
1,블랙 ESP리미터,0,7,2,2,1,1
1,블랙 그립,0,7,2,2,1,1
1,블랙 데빌소드,0,7,2,2,1,1
1,블랙 롱보우,0,7,2,2,1,1
1,블랙 매직 건틀렛,0,7,2,2,1,1
1,블랙 소울슈터,0,7,2,2,1,1
1,블랙 스티어,0,7,2,2,1,1
1,블랙 에인션트 보우,0,7,2,2,1,1
1,블랙 완드,0,7,2,2,1,1
1,블랙 케인,0,7,2,2,1,1
1,블랙 폴암,0,7,2,2,1,1
1,블랙 흑선,0,7,2,2,1,1
1,블루 리벤저,0,7,2,2,1,1
1,블루 샤이닝 크로스보우,0,7,2,2,1,1
1,블루마린,0,7,2,2,1,1
1,비펜니스,0,7,2,2,1,1
1,사브르,0,7,2,2,1,1
1,삼각 자마다르,0,7,2,2,1,1
1,삼둥이 피그,0,7,2,2,1,1
1,삼지 자마다르,0,7,2,2,1,1
1,샤이닝 보우,0,7,2,2,1,1
1,샤크투스 샤프슈터,0,7,2,2,1,1
1,선물 보따리,0,7,2,2,1,1
1,슈타일 봄버,0,7,2,2,1,1
1,스네이크,0,7,2,2,1,1
1,스우의 토끼인형,0,7,2,2,1,1
1,스카이 스노우보드,0,7,2,2,1,1
1,스칼렛 데스브링어,0,7,2,2,1,1
1,스칼렛 배틀스태프,0,7,2,2,1,1
1,스칼렛 배틀스피어,0,7,2,2,1,1
1,스칼렛 스플릿엣지,0,7,2,2,1,1
1,스칼렛 페르소나,0,7,2,2,1,1
1,스키_그린,0,7,2,2,1,1
1,스팅어,0,7,2,2,1,1
1,스파타,0,7,2,2,1,1
1,승리의 날개,0,7,2,2,1,1
1,실버 메이든,0,7,2,2,1,1
1,실버 스노우보드,0,7,2,2,1,1
1,아다만티움 가즈,0,7,2,2,1,1
1,아르젠트,0,7,2,2,1,1
1,아수르 에인션트 보우,0,7,2,2,1,1
1,아이스 완드,0,7,2,2,1,1
1,아이언 봄버,0,7,2,2,1,1
1,양날 도끼,0,7,2,2,1,1
1,어서러티 셉터,0,7,2,2,1,1
1,얼티밋 글라디우스,0,7,2,2,1,1
1,얼티밋 올피어스,0,7,2,2,1,1
1,엔젤윙즈,0,7,2,2,1,1
1,여제의 훌륭한 그레이트 로헨,0,7,2,2,1,1
1,오리엔탈 로얄케인,0,7,2,2,1,1
1,왕손바닥 장갑,0,7,2,2,1,1
1,우트가르드 매직 건틀렛,0,7,2,2,1,1
1,우트가르드 에너지체인,0,7,2,2,1,1
1,우트가르드 체인,0,7,2,2,1,1
1,웰플랜 ESP리미터,0,7,2,2,1,1
1,위저드 스태프,0,7,2,2,1,1
1,유니언 스태프,0,7,2,2,1,1
1,유성빙하도,0,7,2,2,1,1
1,이글크로,0,7,2,2,1,1
1,이블 베인,0,7,2,2,1,1
1,자쿰의 포워르,0,7,2,2,1,1
1,자쿰의 포이즈닉 듀얼보우건,0,7,2,2,1,1
1,자쿰의 포이즈닉 빅해머,0,7,2,2,1,1
1,자쿰의 포이즈닉 에너지소드,0,7,2,2,1,1
1,자쿰의 포이즈닉 엑스,0,7,2,2,1,1
1,자쿰의 포이즈닉 체인,0,7,2,2,1,1
1,자쿰의 포이즈닉 케인,0,7,2,2,1,1
1,자쿰의 포이즈닉 투핸드엑스,0,7,2,2,1,1
1,자쿰의 포이즈닉 폴암,0,7,2,2,1,1
1,쟈이힌 ESP리미터,0,7,2,2,1,1
1,쟈이힌 가즈,0,7,2,2,1,1
1,쟈이힌 듀얼보우건,0,7,2,2,1,1
1,쟈이힌 샤이닝로드,0,7,2,2,1,1
1,쟈이힌 스태프,0,7,2,2,1,1
1,쟈이힌 스피어,0,7,2,2,1,1
1,쟈이힌 시즈건,0,7,2,2,1,1
1,쟈이힌 에너지체인,0,7,2,2,1,1
1,쟈이힌 체인,0,7,2,2,1,1
1,쟈이힌 크로스보우,0,7,2,2,1,1
1,전투 석궁,0,7,2,2,1,1
1,제네시스 라즐리,0,7,2,2,1,1
1,제네시스 라피스,0,7,2,2,1,1
1,조리용 뒤집개,0,7,2,2,1,1
1,주황색 뿅망치,0,7,2,2,1,1
1,쥬얼 쿠아다라,0,7,2,2,1,1
1,차,0,7,2,2,1,1
1,천지선,0,7,2,2,1,1
1,청룡언월도(관우),0,7,2,2,1,1
1,초보 도적의 아대,0,7,2,2,1,1
1,초보 마법사의 스태프,0,7,2,2,1,1
1,초보 사수의 석궁,0,7,2,2,1,1
1,초승달 블레이드,0,7,2,2,1,1
1,카오스 자쿰의 나뭇가지,0,7,2,2,1,1
1,케이그,0,7,2,2,1,1
1,코브라 스태프,0,7,2,2,1,1
1,큐피드 보우,0,7,2,2,1,1
1,크루아 칸느,0,7,2,2,1,1
1,클러디,0,7,2,2,1,1
1,클립토,0,7,2,2,1,1
1,킹 센트,0,7,2,2,1,1
1,타니스 에인션트 보우,0,7,2,2,1,1
1,타니아 소드,0,7,2,2,1,1
1,타이탄 암즈,0,7,2,2,1,1
1,타임리스 디에스이라에,0,7,2,2,1,1
1,타임리스 람피온,0,7,2,2,1,1
1,타임리스 에아스 핸드,0,7,2,2,1,1
1,타임리스 킬릭,0,7,2,2,1,1
1,테니스라켓,0,7,2,2,1,1
1,템페스트 칸자르,0,7,2,2,1,1
1,템페스트 하프문,0,7,2,2,1,1
1,톱,0,7,2,2,1,1
1,통기타,0,7,2,2,1,1
1,통통 토마토,0,7,2,2,1,1
1,특제 라이온하트 파르티잔,0,7,2,2,1,1
1,파이어 잭,0,7,2,2,1,1
1,팔콘윙 그란 듀얼보우건,0,7,2,2,1,1
1,팔콘윙 헤비크로스보우,0,7,2,2,1,1
1,퍼플 해츨링,0,7,2,2,1,1
